,pregunta,skill,level,claridad,signature
865,"When Jose rode on a bus, he noticed some people sitting. At the next bus stop, 5 people got on and 2 people got off. Two stops later, 7. Then answer it somehow from the given data.",time,MIDDLE,0.50,mathematics
1981,"adam, apples, jackie. Numbers: 3, 9. What is it?",challenge,ELEMENTARY,0.25,mathematics
883,Read this situation and answer: Which option seems to be procedure correctly describes materials combining? (A) Salt and sand are added to hot water and stirred making a mixture. (B) Oil and water are placed in a sealed bottle and shaken making a compound. (C) Sugar and water are added to flour and cooked in an oven making an element. (D) Soil and water are shaken in a container and left to separate forming two elements.,otro,MIDDLE,0.75,science
58,"In this situation: 420-6=. With 420, 6, what should be calculated?",algebra,ELEMENTARY,0.50,mathematics
674,"a rectangular of certain dimensions is chopped off from one corner of a larger rectangle a ... with one, 8, 4. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
1929,"Bryan took a look at his books and magazines. If he has 27 books and 80 magazines in each of his 23 bookshelves How many, approximately, books does he have in total ?",challenge,ELEMENTARY,0.75,mathematics
34819,"In this situation: a 60 cm long wire is to be cut into two pieces so that one piece will be 2 / 5 th of the other , how many centimeters will the shorter piece be ?. With 60, two, one, 2 / 5, what should be calculated?",otro,OTRO,0.50,physics
1382,"There is a problem about kind, energy, conversion, occurs, candle; some numbers; not sure which part is needed, find the answer.",otro,MIDDLE,0.25,science
813,"Based on the story, A book has 2 chapters. The first chapter is 60 pages long. If there are a total of 93 pages in the book How many, approximately, pages are in the second chapter?",subtraction,ELEMENTARY,0.75,mathematics
37541,"a man can ride on motorcycle at 50 kmph upward road and 100 kmph downward road . he takes 12 hours to ride motorcycle uphill from lower point a to upper. There are numbers like 50, 100, 12. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
5505,"Using 3, 2, 12, one, 6 and the thing about thing, between, length, breadth, rectangular, choose or calculate the answer.",otro,OTRO,0.25,physics
159,"Using the information given, Sum -8197 .457 and -4 .",addition-subtraction,ELEMENTARY,0.75,mathematics
17835,"a man can row upstream at 5 kmph and downstream at 25 kmph , and then find the speed of the man in still water ?. Then answer it somehow from the given data.",otro,OTRO,0.50,physics
655,"jake, fewer, peaches, steven, jill. Numbers: 6, 18, 5. What is it?",subtraction,ELEMENTARY,0.25,mathematics
364,"Read this situation and answer: what is, more or less, the ratio between perimeters of two squares one having 2.5 times the diagonal then the other ?",geometry,ELEMENTARY,0.75,mathematics
14911,"About race, beats, meters, seconds, find: in a 1000 m race , a beats b by 200 meters or 25 seconds . find the speed of b ?. Find the result from the information, although some parts are not explicit.",otro,OTRO,0.50,physics
1121,"Which is the best source of vitamins and minerals? ... with some numbers. The question is missing some details, answer it.",otro,ELEMENTARY,0.25,science
3838,"a, b, k start from the same place and travel in the same direction at speeds of 30 km / hr, 40 km / hr, 60 km / hr respectively . b starts seven hours after a . if b and k overtake a at the same instant, how many, approximately, hours after a did k start ?",otro,OTRO,0.75,physics
2148,A farmer predicts a new sprinkler will keep water from being wasted. What term best. Then answer it somehow from the given data.,otro,ELEMENTARY,0.50,science
14510,"There is a problem about walking, usual, speed, arrive, stop; 4 / 5, 10; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
1438,"Based on the story, Jake has 7 fewer peaches than Steven and 8 more peaches than Jill. Steven has 17 peaches. How many, approximately, peaches does Jill have?",challenge,ELEMENTARY,0.75,mathematics
19241,"28 machines can do a work in 10 days . how many machines are needed to complete the work in 40 days ?. There are numbers like 28, 10, 40. Use them and decide the answer, but the exact operation is not clearly stated.",otro,OTRO,0.50,physics
1013,"Using 58, 75 and the thing about coach, mike, bought, several, cups, choose or calculate the answer.",subtraction,ELEMENTARY,0.25,mathematics
97,"There are 2 orchid bushes currently in the park . Park workers will plant 4 orchid bushes today . How many, approximately, orchid bushes will the park have when the workers are finished ?",addition-subtraction,ELEMENTARY,0.75,mathematics
2084,Rosa is making a game board that is 16 inches by 24 inches. She wants to use square tiles. What is the largest tile she can use?. Then answer it somehow from the given data.,gcd,MIDDLE,0.50,mathematics
1874,"marco, went, strawberry, picking, marco's. Numbers: 10, 26. What is it?",challenge,ELEMENTARY,0.25,mathematics
1147,"Read this situation and answer: Paige was helping her mom plant flowers and together they planted some seeds. They put 10 seeds in each flower bed. If there are 45 flowerbeds How many, approximately, seeds did they plant?",challenge,ELEMENTARY,0.75,mathematics
258,"About area, isosceles, trapezoid, sides, length: the area of an isosceles trapezoid with sides of length 5 and bases of length 11 and 17 is ?. Find the result from the information, although some parts are not explicit.",geometry,ELEMENTARY,0.50,mathematics
501,"Faye had 35 packs of pencils each one having 4 pencils. ... with 35, one, 4, 2. The question is missing some details, answer it.",multiplication,ELEMENTARY,0.25,mathematics
216,"A waitress put leftover tarts into the fridge on Thursday night . She noticed that the restaurant had 0.08333333333333333 tart filled with cherries, 0.75 tart filled with blueberries, and 0.08333333333333333 tart filled with peaches . How many, approximately, leftover tarts did the restaurant have in all ?",addition-subtraction,ELEMENTARY,0.75,mathematics
384,"In this situation: The ring toss game at the carnival made 120 dollars in the first 20 days and 66 dollars in the remaining 16 days.. With 120, 20, 66, 16, what should be calculated?",division,ELEMENTARY,0.50,mathematics
1506,"There is a problem about paul, crayons, erasers, birthday, school; 521, 66, 154; not sure which part is needed, find the answer.",challenge,ELEMENTARY,0.25,mathematics
18227,"Based on the story, pumps a, b, and c operate at their respective constant rates . pumps a and b, operating simultaneously, can fill a certain tank in 2 hours, pumps a and c, operating simultaneously, can fill the tank in 3 / 2 hours, and pumps b and c, operating simultaneously, can fill the tank in 2 hours . how many, approximately, hours does it take pumps a, b, and c, operating simultaneously, to fill the tank .",otro,OTRO,0.75,physics
1455,"About parts, plants, make, seeds, roots: The parts of plants that make seeds are the / roots. / stems. / flowers. / leaves.. Find the result from the information, although some parts are not explicit.",otro,ELEMENTARY,0.50,science
28814,"Using 240, 24, 650, 65 and the thing about train, long, passed, pole, will, choose or calculate the answer.",otro,OTRO,0.25,physics
16626,"Using the information given, the l . c . m of two numbers is 2310 and their h . c . f is 30 . if one number is 330 the other is",otro,OTRO,0.75,physics
595,"A population of tree-climbing lizard lives on one bank of a large river. The other bank of the river is a treeless prairie. During a flood, 40 lizards were transferred to the prairie side of the river. After 200 generations, this transferred. Then answer it somehow from the given data.",otro,HIGH,0.50,science
10494,"train, speeds, past, pole, seconds. Numbers: 15, 100, 25. What is it?",otro,OTRO,0.25,physics
976,"Read this situation and answer: Philip is buying pens and pencils from the store. Pens come in packages of 12, but pencils are sold in packages of 15. If Philip wishes to purchase the same number of pens as pencils, what is, more or less, the smallest number of pens that he can buy?",lcm,MIDDLE,0.75,mathematics
1141,"About resting, they, decided, swim, depth: After resting they decided to go for a swim. If the depth of the water is 10 times Dean's. Find the result from the information, although some parts are not explicit.",challenge,ELEMENTARY,0.50,mathematics
958,"square a has an thing of 121 square centimeters . ... with 121, 16. The question is missing some details, answer it.",geometry,ELEMENTARY,0.25,mathematics
375,"the diagonal of the floor of a rectangular closet is 7 feet . the shorter side of the closet is 4 feet . what is, more or less, the area of the closet in square feet ?",geometry,ELEMENTARY,0.75,mathematics
500,"In this situation: A florist had 37 roses.. With 37, 16, 19, what should be calculated?",algebra,ELEMENTARY,0.50,mathematics
1577,"There is a problem about long, train, travelling, kmph, takes; 100, 60, 80; not sure which part is needed, find the answer.",otro,OTRO,0.25,physics
8573,"Based on the story, two goods trains each 680 m long are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 30 km / hr respectively . try to find the time taken by the slower train to pass the driver of the faster one ?",otro,OTRO,0.75,physics
