,pregunta,skill,level,claridad,signature
1584,Jack received 5 emails and 6 letters in the morning. He then received 9 emails and 7 letters in the afternoon. How many letters did jack receive in the day?,challenge,ELEMENTARY,1,mathematics
20806,"if 34 men do a work in 40 days , in how many days will 20 men do it ?",otro,OTRO,1,physics
37762,y and z walk around a circular track . they start at 5 a . m from the same point in the opposite directions . y and z walk at a speed of 3 rounds per hour and 4 rounds per hour respectively . how many times shall they cross each other before 7 a . m,otro,OTRO,1,physics
21335,the length of a room is 5.5 m and width is 3.75 m . find the cost of paying the floor by slabs at the rate of rs . 800 per sq . metre,otro,OTRO,1,physics
272,"A mailman has to give 4 pieces of junk mail to each house in each of the 81 blocks. If there are 12 houses in each block
How many pieces of junk mail should he give in each block?",multiplication,ELEMENTARY,1,mathematics
2012,"Joanne is campaigning for class president and plans to distribute some campaign materials: 20 flyers and 16 buttons. She wants each classroom to receive an identical set of campaign materials, without having any materials left over.
What is the greatest number of classrooms Joanne can distribute materials to? ",gcd,MIDDLE,1,mathematics
22003,"a can do a work in 6 days , b can do a work in 8 days and c can do it in 12 days . b left work after 1 day . for how many number of days should a and c should work together to complete the remaining work ?",otro,OTRO,1,physics
5241,a train 520 m long can cross an electric pole in 20 sec and then find the speed of the train ?,otro,OTRO,1,physics
954,"Diane wants to buy a package of cookies. The cookies cost 65 cents. Diane has 27 cents.
How much more money does she need?",subtraction,ELEMENTARY,1,mathematics
22762,"walking with 4 / 5 of my usual speed , i arrive at the bus stop 8 minutes later than normal . how many minutes does it take to walk to the bus stop at my usual speed ?",otro,OTRO,1,physics
34491,a train 100 meters long takes 6 seconds to cross a man walking at 5 kmph in the direction opposite to that of the train . find the speed of the train .,otro,OTRO,1,physics
90,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,addition-subtraction,ELEMENTARY,1,mathematics
546,"the mass of 1 cubic meter of a substance is 100 kg under certain conditions . what is the volume in cubic centimeters of 1 gram of this substance under these conditions ? ( 1 kg = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )",geometry,ELEMENTARY,1,mathematics
12937,"while working alone at their respective constant rates , server g uploads 480 files in 4 hours and server y uploads 480 files in 8 hours . if all files uploaded by these servers are the same size , how long would it take the two servers , working at the same time and at their respective constant rates , to process a total of 480 files ?",otro,OTRO,1,physics
927,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 21 inches. The grasshopper jumped 25 inches farther than the frog and the mouse jumped 16 inches lesser than the frog.
How much farther did the grasshopper jump than the mouse?",addition,ELEMENTARY,1,mathematics
441," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",algebra,ELEMENTARY,1,mathematics
24240,a boatman goes 2 km against the current of the stream in 1 hour and goes 1 km along the current in 10 minutes . how long will it take to go 8 km in stationary water ?,otro,OTRO,1,physics
17692,a train running at the speed of 90 km / hr crosses a pole in 15 seconds . what is the length of the train ?,otro,OTRO,1,physics
26022,"tom , working alone , can paint a room in 12 hours . peter and john , working independently , can paint the same room in 6 hours and 2 hours , respectively . tom starts painting the room and works on his own for two hour . he is then joined by peter and they work together for two hour . finally , john joins them and the three of them work together to finish the room , each one working at his respective rate . what fraction of the whole job was done by peter ?",otro,OTRO,1,physics
1813,A homeowner wants to use a renewable source of energy to heat the home. Which of these would be the best to use? (A) coal (B) gas (C) oil (D) solar,otro,ELEMENTARY,1,science
18999,a letter lock consists of 3 rings each marked with 6 different letters . the number of distinct unsuccessful attempts to open the lock is at the most - .,otro,OTRO,1,probability
1163,"A student is collecting water samples. The student needs a container that holds water, will not break easily, and can be used many times. Which of the following containers will best meet the student's needs? (A) a glass jar (B) a paper cup (C) a wooden box (D) a plastic bottle",otro,ELEMENTARY,1,science
1559,"if the difference between the length and breadth of a rectangle is 23 m and its perimeter is 266 m , what is its area ?",geometry,ELEMENTARY,1,mathematics
559,"a rectangle a has an area of 30 square centimeters . square b has a perimeter of 16 centimeters . if square b is placed within square a and a random point is chosen within square a , what is the probability the point is not within square b ?",geometry,ELEMENTARY,1,mathematics
14389,"lionel left his house and walked towards walt ' s house , 48 miles away . two hours later , walt left his house and ran towards lionel ' s house . if lionel ' s speed was 3 miles per hour and walt ' s 4 miles per hour , how many miles had lionel walked when he met walt ?",otro,OTRO,1,physics
24261,a train is 288 meter long is running at a speed of 29 km / hour . in what time will it pass a bridge of 101 meter length ?,otro,OTRO,1,physics
312,Sandy had 36 pennies and 31 nickels in her bank . Her dad borrowed 20 nickels from Sandy . How many nickels does she have now ? ,addition-subtraction,ELEMENTARY,1,mathematics
12117,"the h . c . f . of two numbers is 12 and their l . c . m . is 520 . if one of the numbers is 480 , then the other is :",otro,OTRO,1,physics
1758,Paul got a box of 267 crayons for his birthday. During the school year he lost 231 crayons while he gave away 308 crayons to his friends. How many more crayons did he give to his friends than those he lost?,challenge,ELEMENTARY,1,mathematics
15675,"on a 20 mile course , pat bicycled at an average rate of 30 miles per hour for the first 12 minutes and without a break , ran the rest of the distance at an average rate of 8 miles per hour . how many minutes did pat take to cover the entire course ?",otro,OTRO,1,physics
12721,"a can do a piece of work in 20 days , and b can do it in 15 days . how long will they take if both work together ?",otro,OTRO,1,physics
13862,"the speed at which a girl can row a boat in still water is 75 kmph . if he rows downstream , where the speed of current is 15 kmph , what time will he take to cover 300 metres ?",otro,OTRO,1,physics
637," While playing a trivia game, Mike answered 3 questions correct in the first half and 5 questions correct in the second half. If each question was worth 3 points, what was his final score? ",algebra,ELEMENTARY,1,mathematics
932,"Paul had 2 books. After selling some in a garage sale he bought 150 new ones. If he has 58 books now
How many books did he sell?",subtraction,ELEMENTARY,1,mathematics
2131,"Adam had seventy-nine dollars saved up. After doing some chores his mother gave him another thirteen dollars.
How much money does he have total?",addition,ELEMENTARY,1,mathematics
10469,a car started running at a speed of 38 km / hr and the speed of the car was increased by 2 km / hr at the end of every hour . find the total distance covered by the car in the first 10 hours of the journey .,otro,OTRO,1,physics
36837,a train 400 m long can cross an electric pole in 20 sec and then find the speed of the train ?,otro,OTRO,1,physics
15745,the speed of a boat in still water in 18 km / hr and the rate of current is 6 km / hr . the distance travelled downstream in 14 minutes is :,otro,OTRO,1,physics
3659,the sum of four consecutive even numbers is 84 . what would be the largest number ?,otro,OTRO,1,physics
2041,"Most electricity in the United States is generated using coal, natural gas, nuclear energy, or hydropower. Which of these add carbon dioxide to the atmosphere? (A) coal and natural gas (B) natural gas and nuclear energy (C) nuclear energy and hydropower (D) hydropower and coal",otro,HIGH,1,science
1805,"Edward was playing basketball with his friend. Together they scored 13 points. If Edward scored 7 of the points.
How many points did his friend score?",subtraction,ELEMENTARY,1,mathematics
